Batch,Bloom,Viscosidad,Claridad,AverageProduction,Yield,D03_amn_carnaza,D03_vap_press,D03_carnaza,D03_cuero,D03_orillo,D03_patica,D03_vaqueta,D04_ph_initial_liq,D04_clarity_initial_liq,D04_total_residue,D04_extract_duration,D05_peroxido_hid,D05_dioxido_azufre,D05_NTU_L1,D05_NTU_L3,D05_NTU_FP1,D05_NTU_FP2,D05_NTU_FP4,D06_phT,D06_phUF2,D09_T_condensing,D09_T_leg,D09_T_liquor,D09_Conc_liquor,D09_Tri_FrecA,D09_Tri_FrecB,D09_Tri_FrecD,D10_T_esteril,D10_T_out_gelatin,D10_T_out_water,D10_P_vaccum,D11_Ts_ref,D11_Td_ref,D12_P_Exch_Water,D12_Kath_Lvl,D12_P_atom_cond,D12_P_atom_regn,D12_P_filt,D12_P_cond,D12_P_regen,D12_TA,D12_TB,D12_TD,D14_vpA,D14_vpB,D14_vpD,D14_T2A,D14_T2B,D14_T2D,D14_T3A,D14_T3B,D14_3D,D14_T4A,D14_T4B,D14_T4D,D14_T5A,D14_T5B,D14_T5D,D14_T6A,D14_T6B,D14_T6D,D14_T7A,D14_T7B,D14_T7D
19-093,279.0,43.0,53.7,555.29,15.17,44.0,53.84615384615385,1.0,1.0,0.0,1.0,0.0,3.05,64.0,33.0,1.75,29.69230769230769,16.0,173.33333333333337,98.5,70.5,80.0,48.25,7.9872727272727255,6.516363636363637,2.78,59.51,62.0,26.8,26.62,19.0,19.8,142.12608695652168,46.13478260869566,37.78260869565217,21.0,20.003723371242188,89.49671653541645,4.333333333333333,12.166666666666666,4.533333333333333,0.20000000000000004,0.22,1.8999999999999997,0.5666666666666668,34.733333333333334,35.800000000000004,47.666666666666664,42.0,41.0,37.5,45.0,48.5,39.75,51.5,53.75,44.75,55.0,56.75,50.0,60.0,62.25,54.75,61.0,62.75,59.0,69.75,68.5,64.5
19-094,264.0,44.1,59.5,476.63,14.44,37.333333333333336,53.7037037037037,1.0,1.0,0.0,1.0,0.0,3.09,42.0,23.0,11.416666666666664,50.153846153846146,14.818181818181818,215.5,169.0,62.53174655674656,74.0,52.0,7.9225,6.345000000000001,2.76,59.51,60.2,26.8,26.3,19.0,19.4,142.00555555555556,46.36111111111111,35.77777777777778,21.027777777777782,21.017428611040657,89.49671421838639,6.666666666666667,11.966666666666669,4.266666666666667,0.20000000000000004,0.22,1.8999999999999997,0.5666666666666668,33.93333333333334,34.833333333333336,47.0,41.333333333333336,36.0,36.666666666666664,45.0,47.0,39.666666666666664,51.333333333333336,50.333333333333336,45.0,55.0,54.333333333333336,50.666666666666664,60.666666666666664,62.0,55.0,61.0,62.0,58.666666666666664,70.0,67.66666666666667,64.33333333333333
19-095,262.0,42.1,57.2,576.18,13.95,40.592592592592595,53.7037037037037,1.0,1.0,0.0,1.0,0.0,2.8,31.0,23.5,1.6666666666666667,60.54545454545455,19.818181818181817,207.14285714285717,131.0,86.75,64.4,55.4,8.761,6.591000000000001,8.4,59.51,62.0,26.8,26.56,18.3,18.8,142.0,46.90434782608696,36.78260869565217,21.0,19.458562270350683,89.4967159361827,5.25,12.175,4.475,0.2,0.22,1.4749999999999999,0.55,34.55,35.725,47.75,41.5,38.75,36.75,45.25,49.0,40.0,52.25,50.25,44.75,54.75,55.25,50.0,59.5,67.5,54.5,60.25,61.75,57.0,68.0,69.75,64.75
19-096,267.0,41.8,52.5,562.93,15.67,42.2962962962963,53.7037037037037,1.0,1.0,0.0,1.0,0.0,3.01,31.0,36.5,1.25,66.75,21.83333333333333,174.33333333333337,97.6,69.5,50.33333333333334,48.25,7.137777777777779,6.373333333333333,2.94,59.51,60.2,26.8,26.76,19.1,19.3,141.98636363636362,47.18181818181818,39.36363636363637,20.88636363636364,19.955169702313405,89.74835828804042,5.666666666666667,12.283333333333333,4.483333333333333,0.19999999999999998,0.24833333333333332,1.5833333333333333,0.5333333333333333,34.766666666666666,35.550000000000004,47.78333333333334,41.0,36.833333333333336,36.333333333333336,45.166666666666664,46.0,39.666666666666664,52.0,50.166666666666664,46.0,55.0,55.0,50.0,59.5,67.33333333333333,54.666666666666664,60.166666666666664,61.0,58.5,67.66666666666667,67.33333333333333,64.16666666666667
19-097,268.0,43.7,53.2,566.08,16.03,40.592592592592595,53.7037037037037,1.0,0.0,1.0,1.0,0.0,3.31,122.0,15.0,23.33333333333333,62.5,20.4,225.2,85.75,73.0,60.66666666666666,48.25,8.103000000000002,6.517,2.8,59.51,54.5,26.5,26.8,19.0,19.5,142.03333333333333,46.35238095238096,37.952380952380956,21.0,20.02232264155066,89.4967165225321,6.166666666666667,12.183333333333332,4.433333333333334,0.19999999999999998,0.22499999999999998,1.9000000000000001,0.5666666666666668,34.33333333333333,35.150000000000006,46.949999999999996,41.666666666666664,34.166666666666664,37.333333333333336,44.833333333333336,46.333333333333336,40.166666666666664,51.166666666666664,50.666666666666664,44.5,54.833333333333336,55.166666666666664,50.166666666666664,61.166666666666664,63.333333333333336,54.666666666666664,61.5,64.0,58.0,68.5,68.83333333333333,64.0
19-098,262.0,48.6,66.5,561.49,14.14,40.0,53.7037037037037,1.0,0.0,0.0,1.0,0.0,2.81,82.0,13.5,23.33333333333333,35.333333333333336,12.888888888888891,212.8,108.5,65.5,60.4,48.33333333333334,8.321111111111112,6.611111111111112,3.25,59.51,56.25,26.75,26.68,18.62,18.88,142.07,46.76000000000001,40.3,20.85,20.015548423961093,89.4967164947484,6.25,12.15,4.5,0.2,0.22,1.05,0.575,34.375,35.05,46.775,42.0,38.333333333333336,38.0,45.0,46.0,40.0,51.333333333333336,50.0,44.0,55.0,54.0,50.0,60.0,59.666666666666664,55.333333333333336,61.333333333333336,62.0,58.0,70.33333333333333,69.66666666666667,63.0
19-099,301.0,49.0,49.3,537.45,13.59,39.61538461538461,53.7037037037037,1.0,0.0,0.0,1.0,0.0,2.84,37.0,20.0,23.33333333333333,46.5,18.4,203.4,82.6,48.66666666666666,32.5,44.0,7.617500000000001,6.411250000000001,3.18,59.51,60.0,26.75,25.58,14.0,14.5,142.0894736842105,46.426315789473676,38.26315789473684,20.94736842105263,20.0,89.49671652477991,5.0,12.38,4.4799999999999995,0.2,0.246,1.86,0.6,35.46,35.959999999999994,47.94,41.2,37.0,36.8,45.4,46.6,39.6,51.0,49.8,45.0,55.0,55.0,50.2,60.6,61.6,55.4,61.2,62.8,59.0,70.2,69.2,62.2
19-100,284.0,42.9,39.7,585.11,16.19,41.15384615384615,54.23076923076923,1.0,1.0,0.0,0.0,0.0,2.91,67.0,45.0,1.0833333333333333,58.83333333333334,20.88888888888889,101.25,45.4,63.0,29.0,48.5,7.47125,6.4350000000000005,2.88,59.51,59.5,26.75,26.02,19.9,19.9,142.07619047619045,46.50476190476193,39.61904761904762,21.0,18.45267063728818,88.74835753717389,4.666666666666667,12.233333333333334,4.5,0.20000000000000004,0.23666666666666666,1.8999999999999997,0.5333333333333333,33.833333333333336,34.666666666666664,46.56666666666666,40.5,34.5,39.0,47.25,48.75,40.0,52.0,50.0,45.0,55.0,54.5,49.5,60.5,60.75,53.25,59.25,63.25,56.5,69.0,68.0,64.25
19-101,278.0,42.0,41.8,560.26,14.63,40.61538461538461,53.7037037037037,1.0,0.0,0.0,1.0,0.0,2.77,33.0,22.0,1.3333333333333333,44.27272727272727,19.2,139.75,96.33333333333331,101.0,42.0,23.0,9.4,6.698571428571428,3.1,59.51,57.0,26.75,26.92,19.0,19.88,142.05,46.172222222222224,39.5,21.0,18.963242231953984,89.49671465830988,5.0,12.1,4.5,0.20000000000000004,0.24,1.8999999999999997,0.6,33.53333333333333,34.4,45.699999999999996,41.5,42.5,38.0,45.0,49.0,39.5,51.25,51.75,45.25,55.0,56.25,49.75,60.25,61.5,54.75,60.75,64.75,58.5,69.5,68.75,66.0
19-102,272.0,42.1,57.5,562.29,14.03,37.76923076923077,53.84615384615385,1.0,0.0,0.0,1.0,0.0,3.13,212.0,15.0,22.0,39.0,19.555555555555557,210.66666666666663,58.5,74.0,42.0,56.0,7.87375,6.135,2.8,59.51,59.5,26.75,25.85,14.25,14.38,142.0,46.03333333333333,38.0,21.0,17.48514974857602,89.49671471271358,6.0,12.174999999999999,4.375,0.2,0.265,1.0499999999999998,0.525,35.650000000000006,35.7,48.25,41.0,37.5,36.5,45.5,46.75,40.0,51.75,50.0,46.0,55.0,57.25,50.0,59.5,61.5,55.5,58.75,61.5,57.5,66.5,67.5,64.25
19-103,275.0,49.8,68.0,519.82,13.77,40.2962962962963,53.7037037037037,1.0,0.0,0.0,1.0,0.0,3.22,64.0,17.5,0.08333333333333333,41.0,15.6,273.2,173.75,83.5,75.66666666666667,85.0,8.544444444444444,6.518888888888889,3.0,59.51,55.0,26.75,25.95,19.25,0.0,142.09047619047618,46.39523809523809,38.0,21.0,17.439571233219286,88.74835710497518,4.5,12.275,4.45,0.2,0.2175,1.0499999999999998,0.725,34.875,35.6,47.6,41.6,42.6,38.0,45.0,49.4,39.8,51.0,51.2,44.8,54.6,55.0,50.0,60.8,61.8,55.4,60.4,63.8,60.2,68.8,69.0,66.2
19-104,268.0,44.4,48.9,493.14,15.98,41.925925925925924,53.7037037037037,1.0,0.0,0.0,0.0,0.0,2.87,27.0,21.5,3.333333333333333,70.3,21.181818181818183,238.7142857142857,84.66666666666667,73.66666666666667,36.75,26.25,8.139090909090909,6.474545454545455,2.88,59.51,57.2,27.0,27.06,19.5,19.52,142.07199999999997,45.68,37.92,20.98,19.00369509899963,89.49671414697652,6.0,12.28,4.46,0.2,0.21800000000000003,1.5400000000000003,0.62,35.53999999999999,35.739999999999995,48.06,41.6,39.8,36.4,45.4,48.0,40.0,51.4,52.2,45.6,55.0,56.6,49.6,60.8,62.2,55.4,62.4,62.8,59.0,71.4,71.8,64.0
19-105,270.0,41.3,48.9,530.99,15.58,43.15384615384615,54.23076923076923,1.0,0.0,1.0,0.0,0.0,2.92,30.0,13.5,6.0,58.941176470588225,20.166666666666668,173.83333333333337,97.6,54.5,54.25,43.0,8.525454545454545,6.647272727272727,2.67,59.51,57.0,26.67,26.43,6.33,18.07,142.1,45.812,38.3,20.88,17.445838523484554,89.49671483867495,8.0,12.533333333333333,4.5,0.20000000000000004,0.24333333333333332,1.8999999999999997,0.5666666666666668,36.166666666666664,36.833333333333336,49.06666666666666,42.0,42.4,37.6,45.2,48.0,39.8,50.6,51.8,44.6,55.0,56.4,49.8,60.6,62.2,55.4,63.0,63.2,61.4,69.6,70.4,64.2
19-106,266.0,40.4,57.4,493.51,13.79,41.23076923076923,54.23076923076923,1.0,0.0,1.0,0.0,0.0,3.14,22.0,22.5,6.25,38.153846153846146,23.0,156.0,125.16666666666669,76.33333333333333,47.4,14.0,8.65625,6.12875,2.9,59.51,55.25,26.75,26.8,14.38,14.5,142.03181818181815,45.45909090909091,37.90909090909091,21.0,16.458562270350686,88.7483571077878,6.333333333333333,12.016666666666667,4.483333333333333,0.19999999999999998,0.24166666666666667,1.8833333333333335,0.7999999999999999,33.70000000000001,34.550000000000004,46.150000000000006,41.333333333333336,45.333333333333336,38.166666666666664,44.833333333333336,51.333333333333336,39.333333333333336,50.166666666666664,51.333333333333336,44.5,54.0,56.333333333333336,49.666666666666664,59.333333333333336,61.333333333333336,54.5,62.5,64.83333333333333,58.166666666666664,70.83333333333333,71.33333333333333,64.0
19-107,275.8,38.9,41.9,538.68,15.46,40.84615384615385,54.23076923076923,1.0,1.0,1.0,0.0,0.0,3.1,23.0,24.5,3.5,35.92307692307692,18.46153846153846,151.8,73.8,65.75,99.0,37.25,7.927777777777779,6.204444444444444,2.88,59.51,57.5,26.75,26.65,19.38,19.38,142.29565217391306,46.26521739130435,38.73913043478261,21.0,16.0,88.0,6.0,12.299999999999999,4.5,0.2,0.25,1.4749999999999999,0.95,34.150000000000006,35.275000000000006,46.724999999999994,42.0,35.6,38.0,45.0,50.6,40.0,50.4,51.4,44.8,55.0,55.4,50.2,60.4,60.2,55.0,62.2,64.0,58.4,70.6,68.8,64.8
19-108,273.1,46.0,53.3,543.23,13.84,38.46153846153846,54.23076923076923,1.0,0.0,1.0,1.0,0.0,3.04,122.0,23.0,0.25,50.4,22.54545454545455,279.5,88.5,48.33333333333334,80.0,31.0,8.495555555555555,6.454444444444444,2.86,59.51,54.6,26.8,26.88,15.6,0.0,142.05454545454543,46.8090909090909,38.04545454545455,20.977272727272727,16.900064091871062,89.49671532890396,4.6,12.1,4.5,0.2,0.248,1.8599999999999999,0.7400000000000001,34.54,35.17999999999999,47.0,42.0,40.25,37.5,45.25,48.25,39.75,49.75,50.25,44.25,55.0,55.5,50.0,60.0,60.5,55.0,60.75,63.5,57.75,68.75,69.25,65.0
19-109,260.2,39.9,65.5,553.36,15.45,40.0,53.7037037037037,1.0,0.0,1.0,1.0,0.0,3.09,56.0,18.5,0.0,38.5,18.0,207.16666666666663,132.0,70.0,69.0,77.0,8.022,6.582000000000001,3.05,59.51,59.25,26.88,27.32,19.38,19.62,142.0,47.26521739130435,40.78260869565217,20.134782608695648,14.40006409187106,89.49671532860201,7.0,12.275,4.425000000000001,0.22500000000000003,0.2725,1.45,0.625,35.125,35.474999999999994,47.425,41.5,34.0,40.0,45.25,44.25,39.25,50.0,49.25,45.25,55.0,53.0,50.0,57.0,58.5,54.75,63.25,62.0,58.5,71.5,68.5,64.0
19-110,261.4,45.6,60.3,556.94,14.58,39.25925925925926,51.48148148148148,1.0,1.0,1.0,1.0,0.0,3.06,127.0,13.5,21.5,53.846153846153854,24.90909090909091,244.83333333333331,162.5,84.5,83.0,77.0,8.432222222222222,6.351111111111111,3.07,59.51,58.0,26.67,26.23,13.0,13.0,142.03157894736842,47.21052631578946,39.8421052631579,21.0,14.422021779675276,86.74835709888839,5.6,12.360000000000001,4.46,0.2,0.248,1.9,0.6799999999999999,35.74,36.54,48.4,41.6,36.8,38.4,45.6,49.4,40.0,48.8,50.6,45.8,55.0,56.4,51.0,60.0,61.0,56.0,62.4,65.0,58.8,70.0,70.4,65.2
19-113,256.2,37.5,42.8,597.22,15.9,39.69230769230769,54.23076923076923,1.0,1.0,0.0,1.0,0.0,2.71,22.0,18.5,23.75,29.08333333333333,20.545454545454547,103.2,51.4,64.5,42.0,40.66666666666666,8.152222222222221,6.54,3.12,59.51,59.8,26.8,26.98,17.8,18.8,142.04545454545453,46.78636363636363,39.72727272727273,20.90909090909091,16.4511243208176,88.74835712004051,7.25,12.174999999999999,4.5,0.2,0.25,1.9,0.8,34.95,35.3,47.375,42.0,30.0,38.5,44.75,45.25,39.75,50.0,49.25,44.5,55.0,52.75,49.5,60.0,58.25,54.75,62.5,61.0,57.25,68.75,66.75,65.25
19-114,257.8,38.9,53.2,484.0,14.84,42.30769230769231,54.23076923076923,1.0,1.0,1.0,1.0,0.0,2.78,46.0,13.5,4.5,33.916666666666664,21.66666666666667,166.0,106.5,41.333333333333336,70.0,26.5,8.529166666666667,6.2941666666666665,2.9,59.51,55.0,27.0,26.45,17.92,12.75,142.076,45.328,37.68,20.96,12.0,88.0,5.666666666666667,12.266666666666666,4.5,0.19999999999999998,0.25833333333333336,1.883333333333333,0.65,34.81666666666667,34.76666666666667,47.583333333333336,42.0,35.714285714285715,38.57142857142857,45.0,47.285714285714285,39.42857142857143,50.0,49.42857142857143,44.285714285714285,54.857142857142854,54.285714285714285,49.285714285714285,60.142857142857146,59.857142857142854,54.42857142857143,61.142857142857146,62.42857142857143,58.0,68.28571428571429,68.57142857142857,64.14285714285714
19-115,248.0,39.0,51.2,541.66,13.55,35.38461538461539,53.84615384615385,0.0,1.0,0.0,1.0,0.0,3.23,320.0,21.0,23.25,25.33333333333333,13.666666666666664,256.2,115.75,83.5,64.0,55.0,7.6674999999999995,6.36875,2.78,59.51,54.6,26.9,27.42,18.2,19.2,142.14210526315787,45.93157894736842,39.1578947368421,21.0,15.50377268144922,87.7483571105986,8.0,12.479999999999999,4.4799999999999995,0.2,0.25,1.8399999999999999,0.76,34.18,34.64,47.419999999999995,42.0,35.8,38.0,45.0,48.0,39.6,50.2,49.0,44.8,54.8,55.0,49.6,59.6,59.6,54.4,60.2,62.6,57.4,68.2,68.8,64.8
19-116,261.2,44.5,47.7,523.18,14.73,39.18518518518518,53.7037037037037,1.0,1.0,1.0,0.0,0.0,3.44,38.0,41.0,22.83333333333333,30.91666666666667,24.0,163.6,80.0,53.0,45.0,39.5,8.57,6.451111111111111,3.0,59.51,58.33,26.67,25.53,19.0,0.0,142.0,46.176190476190484,40.0,21.0,18.913990895568816,88.74835710497518,4.333333333333333,12.399999999999999,4.433333333333334,0.20000000000000004,0.2966666666666667,1.8333333333333333,0.7666666666666666,35.5,35.9,48.833333333333336,42.0,33.666666666666664,38.0,45.0,48.0,40.0,51.333333333333336,49.666666666666664,44.666666666666664,56.333333333333336,55.333333333333336,49.666666666666664,61.333333333333336,60.0,55.0,61.0,63.0,56.0,69.33333333333333,68.33333333333333,65.0
19-117,239.5,36.1,59.4,519.12,16.28,46.2962962962963,53.7037037037037,1.0,0.0,0.0,0.0,0.0,3.05,91.0,27.0,7.0,16.928571428571427,18.153846153846157,202.85714285714286,109.42857142857143,106.6,62.66666666666666,49.0,7.6866666666666665,6.295833333333333,2.7,59.51,59.0,26.75,26.55,9.0,17.75,142.0384615384615,46.36153846153846,40.230769230769226,21.0,14.952453529598074,88.74835709720173,5.2,12.780000000000001,4.4,0.2,0.30199999999999994,1.9,0.33999999999999997,35.8,36.459999999999994,48.959999999999994,42.0,25.0,38.8,45.6,46.0,40.0,50.8,49.8,45.4,56.0,55.0,49.8,61.8,59.6,55.0,62.2,61.4,56.2,72.0,68.4,64.2
19-118,235.2,36.3,56.6,545.58,15.71,41.111111111111114,53.7037037037037,1.0,1.0,0.0,1.0,0.0,3.18,86.0,21.0,0.0,49.16666666666666,20.0,201.83333333333331,104.2,45.5,62.5,38.5,9.101999999999999,6.677999999999999,2.86,59.51,57.0,26.9,26.98,18.0,18.5,142.05833333333334,45.69583333333333,38.208333333333336,21.0,16.472894239175787,87.74835710216485,7.75,12.1,4.375,0.2,0.35,1.875,0.7,34.725,35.275,48.2,42.0,35.0,38.0,45.0,47.8,41.2,50.0,49.4,45.2,55.0,54.8,49.8,60.0,60.0,55.0,60.6,64.0,56.6,68.8,67.8,64.8
19-119,248.6,36.0,51.9,583.45,15.66,41.111111111111114,53.7037037037037,1.0,1.0,0.0,0.0,0.0,3.09,95.0,30.0,1.0,54.28571428571429,17.166666666666668,183.83333333333331,158.83333333333334,59.2,114.0,70.0,8.546666666666667,6.551111111111111,2.74,59.51,57.0,26.9,26.84,18.0,18.2,142.1130434782609,46.8695652173913,39.30434782608695,20.73913043478261,14.951124320817597,89.2483571105986,5.0,12.225000000000001,4.325,0.2,0.21500000000000002,1.9,0.7,34.5,35.0,47.925,42.0,33.75,38.0,44.75,50.25,40.5,50.0,51.0,44.75,55.0,56.25,50.0,61.0,60.25,52.0,60.75,63.5,57.25,67.5,67.75,64.75
19-120,249.0,40.1,61.1,547.33,14.08,39.25925925925926,53.7037037037037,1.0,1.0,0.0,1.0,0.0,2.93,40.0,21.5,21.5,44.27272727272727,19.6,194.2,120.5,96.0,39.333333333333336,28.0,7.572857142857141,6.514285714285714,3.5,59.51,64.75,26.75,27.4,18.0,19.12,142.07,47.24,40.3,21.0,14.428289069940606,88.74835824238106,4.75,12.275000000000002,4.3,0.2,0.15,1.9,0.7250000000000001,35.05,35.225,48.425,42.0,38.5,38.5,44.75,48.5,39.5,49.75,52.25,44.75,55.0,55.5,49.75,60.0,59.75,54.0,62.25,62.0,57.5,68.75,67.5,64.75
19-121,252.0,39.0,48.4,584.6,17.38,40.74074074074074,53.7037037037037,1.0,1.0,1.0,0.0,0.0,3.02,98.0,28.0,0.75,37.66666666666666,20.363636363636363,202.8,88.6,61.25,78.33333333333333,34.25,8.717272727272727,6.36090909090909,3.38,59.51,59.25,26.75,26.78,18.0,18.75,142.11739130434782,46.81739130434784,41.17391304347826,21.0,18.891677046969107,89.49671421782296,5.166666666666667,12.299999999999999,4.3,0.19999999999999998,0.15,1.9000000000000001,0.7000000000000001,34.516666666666666,34.73333333333333,47.383333333333326,42.0,34.166666666666664,38.0,45.0,47.333333333333336,39.833333333333336,50.0,49.333333333333336,45.166666666666664,55.0,54.166666666666664,49.5,60.0,58.833333333333336,54.666666666666664,61.5,62.0,57.833333333333336,68.0,67.0,64.83333333333333
19-122,274.6,38.6,48.1,588.83,16.52,40.2962962962963,53.7037037037037,1.0,1.0,1.0,0.0,0.0,3.06,20.0,23.0,1.0,32.53846153846154,15.454545454545455,151.5,161.5,67.33333333333333,59.4,43.75,8.473,6.472999999999999,2.88,59.51,60.25,27.0,27.05,19.5,19.5,142.12727272727273,46.71818181818182,40.31818181818182,21.0,14.453004507896994,84.7483571356579,4.666666666666667,12.316666666666665,4.266666666666667,0.19999999999999998,0.15,1.9000000000000001,1.1166666666666667,35.11666666666667,37.28333333333334,48.449999999999996,41.666666666666664,38.333333333333336,38.0,45.0,47.833333333333336,39.5,49.666666666666664,50.5,44.166666666666664,54.666666666666664,54.5,49.5,57.833333333333336,59.0,54.333333333333336,60.833333333333336,62.833333333333336,57.5,66.83333333333333,68.66666666666667,65.0
19-123,261.7,42.6,53.4,524.53,15.09,40.592592592592595,53.7037037037037,1.0,1.0,1.0,0.0,0.0,2.8,34.0,26.0,0.0,71.07692307692308,15.454545454545455,135.0,100.5,58.0,57.0,63.0,8.182,6.5120000000000005,2.92,59.51,57.4,26.9,25.62,17.8,18.2,142.0913043478261,45.80434782608695,37.39130434782609,20.82608695652174,13.459543763283136,84.74835814934522,5.333333333333333,11.899999999999999,4.3,0.20000000000000004,0.16,1.8999999999999997,1.1666666666666667,34.4,34.46666666666667,47.23333333333333,41.333333333333336,33.333333333333336,38.0,45.0,47.0,40.0,50.0,50.666666666666664,45.333333333333336,55.0,54.333333333333336,49.666666666666664,60.0,59.666666666666664,54.666666666666664,62.0,62.333333333333336,57.0,69.0,68.0,63.666666666666664
19-124,263.4,39.5,57.0,606.52,16.66,42.22222222222222,53.7037037037037,1.0,1.0,0.0,0.0,0.0,3.02,33.0,61.0,2.75,46.9375,14.166666666666664,209.4,80.0,69.5,53.5,30.33333333333333,8.265833333333333,6.796666666666667,3.9,59.51,57.58,26.75,26.22,9.12,9.12,142.04166666666666,46.3375,39.0,20.95833333333333,12.467963205748505,87.7483571105986,6.0,12.066666666666668,4.266666666666667,0.20000000000000004,0.16,1.8999999999999997,1.0333333333333334,34.766666666666666,34.833333333333336,48.23333333333333,41.333333333333336,44.333333333333336,38.0,45.0,46.666666666666664,40.333333333333336,50.0,50.666666666666664,45.333333333333336,55.0,56.333333333333336,50.0,58.333333333333336,61.0,55.0,58.0,65.0,57.0,67.66666666666667,69.66666666666667,64.33333333333333
19-126,266.7,41.2,37.4,585.35,15.88,43.07692307692308,53.84615384615385,1.0,1.0,1.0,1.0,0.0,3.14,64.0,30.0,0.25,42.6,18.166666666666668,145.66666666666666,96.0,47.75,54.5,32.8,7.95909090909091,6.505454545454544,3.02,59.51,58.83,27.0,26.95,19.67,19.67,142.04999999999995,46.45416666666667,39.0,21.0,13.445838523484554,87.7483571077878,5.833333333333333,12.116666666666667,4.3,0.19999999999999998,0.15833333333333335,1.9000000000000001,0.7666666666666667,34.7,34.916666666666664,48.46666666666666,40.333333333333336,40.0,38.333333333333336,44.833333333333336,49.333333333333336,39.833333333333336,49.833333333333336,50.166666666666664,45.333333333333336,55.0,55.0,49.5,58.5,60.333333333333336,54.833333333333336,58.0,63.0,57.833333333333336,67.83333333333333,69.33333333333333,64.66666666666667
19-127,258.4,39.7,33.8,594.23,15.43,38.76923076923077,53.84615384615385,1.0,1.0,0.0,1.0,0.0,3.02,104.0,15.5,22.75,24.363636363636363,15.0,164.5,111.75,61.33333333333334,60.0,41.66666666666666,8.137777777777778,6.394444444444445,3.0,59.51,57.0,26.67,27.3,19.33,19.67,142.06,46.89,38.5,20.95,13.451124320817597,86.74835710947356,4.666666666666667,11.833333333333334,4.2,0.20000000000000004,0.16,1.8999999999999997,0.8000000000000002,34.833333333333336,34.96666666666667,48.26666666666667,40.0,40.0,38.0,45.0,49.666666666666664,39.666666666666664,49.666666666666664,51.0,45.0,55.0,54.666666666666664,50.0,58.333333333333336,60.666666666666664,54.333333333333336,59.0,63.333333333333336,57.666666666666664,67.66666666666667,68.66666666666667,64.66666666666667
19-128,278.9,42.3,37.5,441.04,15.23,40.76923076923077,53.84615384615385,1.0,1.0,1.0,1.0,0.0,2.93,44.0,22.0,21.83333333333333,24.66666666666667,20.545454545454547,205.2,52.5,66.0,49.5,42.0,8.254999999999999,6.207,3.0,59.51,61.8,26.9,26.7,20.0,20.0,143.14285714285714,47.45238095238096,39.52380952380953,21.0,13.451124320817597,85.7483571111602,5.8,12.079999999999998,4.2,0.2,0.16,1.9,0.8,34.66,34.839999999999996,47.82,40.0,40.0,38.333333333333336,45.166666666666664,49.166666666666664,39.5,49.833333333333336,50.833333333333336,44.5,54.833333333333336,55.0,49.666666666666664,58.166666666666664,59.666666666666664,54.666666666666664,60.0,62.666666666666664,58.166666666666664,67.66666666666667,69.0,64.5
19-129,248.4,35.3,69.8,529.31,15.44,39.38461538461539,53.84615384615385,1.0,1.0,1.0,1.0,0.0,3.07,32.0,21.0,1.25,84.92307692307692,19.5,269.0,128.0,77.5,65.66666666666667,48.75,8.241000000000001,6.148000000000001,2.92,59.51,62.4,26.9,26.68,18.64,18.74,144.86086956521737,47.39565217391305,40.21739130434783,20.82608695652174,14.451876466866965,89.49671532867069,5.166666666666667,12.083333333333334,4.25,0.19999999999999998,0.15833333333333335,1.8833333333333335,0.7666666666666666,35.050000000000004,35.199999999999996,48.28333333333333,40.0,40.333333333333336,38.333333333333336,44.833333333333336,50.333333333333336,39.833333333333336,50.0,50.333333333333336,44.666666666666664,55.0,55.0,49.666666666666664,60.166666666666664,60.0,54.5,61.0,63.166666666666664,57.333333333333336,68.33333333333333,70.0,64.66666666666667
19-130,256.9,38.6,59.7,581.94,15.29,40.61538461538461,54.23076923076923,1.0,1.0,0.0,1.0,0.0,2.9,52.0,22.0,0.0,44.153846153846146,22.272727272727273,188.8,98.0,70.0,79.33333333333333,40.0,8.441999999999998,6.661999999999999,3.0,59.51,57.0,26.67,26.03,19.13,19.13,142.0952380952381,47.0952380952381,40.476190476190474,20.785714285714285,14.436708512406142,86.74835712788355,5.2,12.040000000000001,4.24,0.2,0.16,1.8399999999999999,0.76,34.839999999999996,35.019999999999996,48.34,40.4,40.0,38.0,44.8,50.2,39.6,49.8,50.8,44.6,55.0,55.0,49.8,58.8,60.2,55.0,58.6,63.8,57.6,68.2,69.2,65.2
19-131,266.8,42.6,41.4,589.23,15.22,41.84615384615385,53.84615384615385,1.0,1.0,1.0,1.0,0.0,2.76,36.0,25.5,22.66666666666667,48.615384615384606,20.0,146.2,26.16666666666667,49.75,25.75,20.5,8.484000000000002,6.534999999999999,3.06,59.51,58.2,26.9,26.74,20.0,20.0,142.0,47.33809523809524,40.0,20.83333333333333,13.517428611040653,85.74835710732214,7.666666666666667,11.700000000000001,4.3,0.13333333333333333,0.16666666666666666,1.8999999999999997,0.7666666666666666,34.43333333333334,34.49999999999999,48.06666666666666,40.0,40.0,38.666666666666664,45.0,50.666666666666664,40.0,50.0,50.333333333333336,45.0,55.0,55.0,50.0,59.666666666666664,59.666666666666664,55.0,58.0,63.333333333333336,57.0,67.33333333333333,70.33333333333333,65.0
